plugin_id,severity,name
91672,CRITICAL,MS16-083: Security Update for Adobe Flash Player (3167685)
91713,MEDIUM,VMware vCenter Server 5.0.x < 5.0u3g / 5.1.x < 5.1u3d / 5.5.x < 5.5u2d Reflected XSS (VMSA-2016-0009)
91820,MEDIUM,Wireshark 1.12.x < 1.12.12 Multiple DoS
91821,MEDIUM,Wireshark 2.0.x < 2.0.4 Multiple DoS
91898,HIGH,PHP 5.6.x < 5.6.23 Multiple Vulnerabilities
92012,CRITICAL,Adobe Flash Player <= 22.0.0.192 Multiple Vulnerabilities (APSB16-25)
92015,HIGH,MS16-084: Cumulative Security Update for Internet Explorer (3169991)
92018,HIGH,MS16-087: Security Update for Windows Print Spooler (3170005)
92019,HIGH,MS16-088: Security Update for Microsoft Office (3170008)
92021,HIGH,MS16-090: Security Update for Windows Kernel-Mode Drivers (3171481)
92022,MEDIUM,MS16-091: Security Update for .NET Framework (3170048)
92023,LOW,MS16-092: Security Update for Windows Kernel (3171910)
92024,CRITICAL,MS16-093: Security Update for Adobe Flash Player (3174060)
92025,LOW,MS16-094: Security Update for Secure Boot (3177404)
92034,CRITICAL,Adobe Acrobat < 11.0.17 / 15.006.30198 / 15.017.20050 Multiple Vulnerabilities (APSB16-26)
92035,CRITICAL,Adobe Reader < 15.006.30198 / 15.017.20050 Multiple Vulnerabilities (APSB16-26)
92320,MEDIUM,Apache 2.4.18 / 2.4.20 X.509 Certificate Authentication Bypass
92410,CRITICAL,Apple iTunes < 12.4.2 Multiple Vulnerabilities (credentialed check)
92516,HIGH,Oracle Java SE Multiple Vulnerabilities (July 2016 CPU)
92555,HIGH,PHP 5.6.x < 5.6.24 Multiple Vulnerabilities (httpoxy)
92755,HIGH,Firefox < 48 Multiple Vulnerabilities
92816,MEDIUM,Wireshark 1.12.x < 1.12.13 Multiple DoS
92817,MEDIUM,Wireshark 2.0.x < 2.0.5 Multiple DoS
92819,HIGH,MS16-095: Cumulative Security Update for Internet Explorer (3177356)
92821,HIGH,MS16-098: Security Update for Windows Kernel-Mode Drivers (3178466)
92822,MEDIUM,MS16-100: Security Update for Secure Boot (3179577)
92823,HIGH,MS16-101: Security Update for Windows Authentication Methods (3178465)
92824,HIGH,MS16-102: Security Update for Microsoft Windows PDF Library (3182248)
92839,HIGH,MS16-099: Security Update for Microsoft Office (3177451)
92843,HIGH,MS16-097: Security Update for Microsoft Graphics Component (3177393)
92949,MEDIUM,ESXi 5.0 / 5.1 / 5.5 / 6.0 Multiple Vulnerabilities (VMSA-2016-0010) (remote check)
93077,HIGH,PHP 5.6.x < 5.6.25 Multiple Vulnerabilities
93112,MEDIUM,OpenSSL < 1.0.2i Default Weak 64-bit Block Cipher (SWEET32)
93382,HIGH,Cisco AnyConnect Secure Mobility Client 4.2.x < 4.2.5015.0 / 4.3.x < 4.3.2039.0 Privilege Escalation Vulnerability
93461,HIGH,Adobe Flash Player <= 22.0.0.211 Multiple Vulnerabilities (APSB16-29)
93464,HIGH,MS16-104: Cumulative Security Update for Internet Explorer (3183038)
93466,HIGH,MS16-106: Security Update for Microsoft Graphics Component (3185848)
93468,HIGH,MS16-109: Security Update for Silverlight (3182373)
93469,HIGH,MS16-110: Security Update for Microsoft Windows (3178467)
93470,MEDIUM,MS16-111: Security Update for Windows Kernel (3186973)
93471,MEDIUM,MS16-112: Security Update for Windows Lock Screen (3178469)
93473,HIGH,MS16-114: Security Update for Windows SMBv1 Server (3185879)
93474,MEDIUM,MS16-115: Security Update for Microsoft Windows PDF Library (3188733)
93475,HIGH,MS16-117: Security Update for Adobe Flash Player (3188128)
93481,HIGH,MS16-107: Security Update for Microsoft Office (3185852)
93523,MEDIUM,Adobe AIR <= 22.0.0.153 Android Applications Runtime Analytics MitM (APSB16-31)
93650,CRITICAL,Dropbear SSH Server < 2016.72 Multiple Vulnerabilities
93651,HIGH,MS16-116: Security Update in OLE Automation for VBScript Scripting Engine (3188724)
93656,HIGH,PHP 5.6.x < 5.6.26 Multiple Vulnerabilities
93662,HIGH,Mozilla Firefox < 49.0 Multiple Vulnerabilities
93814,HIGH,OpenSSL 1.0.1 < 1.0.1u Multiple Vulnerabilities
93815,HIGH,OpenSSL 1.0.2 < 1.0.2i Multiple Vulnerabilities
93960,HIGH,Adobe Flash Player <= 23.0.0.162 Multiple Vulnerabilities (APSB16-32)
94011,HIGH,MS16-118: Cumulative Security Update for Internet Explorer (3192887)
94012,CRITICAL,MS16-123: Security Update for Windows Kernel-Mode Drivers (3192892)
94013,MEDIUM,MS16-124: Security Update for Windows Registry (3193227)
94014,HIGH,MS16-122: Security Update for Microsoft Video Control (3195360)
94016,HIGH,MS16-121: Security Update for Microsoft Office (3194063)
94017,CRITICAL,MS16-120: Security Update for Microsoft Graphics Component (3192884)
94055,HIGH,Adobe Creative Cloud Desktop < 3.8.0.310 Unquoted Search Path Local Privilege Escalation (APSB16-34)
94071,CRITICAL,Adobe Acrobat < 11.0.18 / 15.006.30243 / 15.020.20039 Multiple Vulnerabilities (APSB16-33)
94072,CRITICAL,Adobe Reader < 15.006.30243 / 15.020.20039 Multiple Vulnerabilities (APSB16-33)
94106,CRITICAL,PHP 5.6.x < 5.6.27 Multiple Vulnerabilities
94138,HIGH,Oracle Java SE Multiple Vulnerabilities (October 2016 CPU)
94199,HIGH,Apache OpenOffice < 4.1.3 Multiple Vulnerabilities
94232,HIGH,Mozilla Firefox 48.x / 49.x < 49.0.2 Multiple Vulnerabilities
94252,HIGH,Cisco IOS Software CIP Request DoS (cisco-sa-20160928-cip)
94334,HIGH,Adobe Flash Player <= 23.0.0.185 Arbitrary Code Execution (APSB16-36)
94340,HIGH,MS16-128: Security Update for Adobe Flash Player (3201860)
94578,MEDIUM,Apache Tomcat 8.5.0 < 8.5.5 multiple vulnerabilities
94610,HIGH,PostgreSQL 9.1.x < 9.1.24 / 9.2.x < 9.2.19 / 9.3.x < 9.3.15 / 9.4.x < 9.4.10 / 9.5.x < 9.5.5 / 9.6.x < 9.6.1 Aggregate Functions Use-after-free DoS
94628,HIGH,Adobe Flash Player <= 23.0.0.205 Multiple Vulnerabilities (APSB16-37)
94630,HIGH,MS16-129: Cumulative Security Update for Microsoft Edge (3199057)
94631,HIGH,MS16-130: Security Update for Microsoft Windows (3199172)
94632,HIGH,MS16-131: Security Update for Microsoft Video Control (3199151)
94633,HIGH,MS16-132: Security Update for Microsoft Graphics Component (3199120)
94634,HIGH,MS16-133: Security Update for Microsoft Office (3199168)
94635,HIGH,MS16-134: Security Update for Common Log File System Driver (3193706)
94636,HIGH,MS16-135: Security Update for Windows Kernel-Mode Drivers (3199135)
94637,MEDIUM,MS16-136: Security Update for SQL Server (3199641)
94638,HIGH,MS16-137: Security Update for Windows Authentication Methods (3199173)
94639,LOW,MS16-138: Security Update for Microsoft Virtual Hard Disk Driver (3199647)
94641,MEDIUM,MS16-140: Security Update for Boot Manager (3193479)
94642,HIGH,MS16-141: Security Update for Adobe Flash Player (3202790)
94643,HIGH,MS16-142: Cumulative Security Update for Internet Explorer (3198467)
94914,MEDIUM,Apple iTunes < 12.5.1 Multiple Vulnerabilities (credentialed check)
94915,MEDIUM,Apple iTunes < 12.5.2 Multiple Vulnerabilities (credentialed check)
94955,MEDIUM,PHP 5.6.x < 5.6.28 Multiple Vulnerabilities
94960,HIGH,Mozilla Firefox < 50.0 Multiple Vulnerabilities
95438,HIGH,Apache Tomcat 8.5.0 < 8.5.8 multiple vulnerabilities
95468,MEDIUM,VMware vCenter Server 5.5.x < 5.5u3e / 6.0.x < 6.0u2a Multiple XXE Vulnerabilities (VMSA-2016-0022)
95475,MEDIUM,Mozilla Firefox < 50.0.2 nsSMILTimeContainer.cpp SVG Animation RCE
95657,MEDIUM,VMware vSphere Client XXE Injection Information Disclosure (VMSA-2016-0022)
95762,HIGH,Adobe Flash Player <= 23.0.0.207 Multiple Vulnerabilities (APSB16-39)
95764,HIGH,MS16-144: Cumulative Security Update for Internet Explorer (3204059)
95765,HIGH,MS16-146: Security Update for Microsoft Graphics Component (3204066)
95766,HIGH,MS16-147: Security Update for Microsoft Uniscribe (3204063)
95767,MEDIUM,MS16-150: Security Update for Secure Kernel Mode (3205642)
95768,HIGH,MS16-151: Security Update for Windows Kernel-Mode Drivers (3205651)
95770,LOW,MS16-153: Security Update for Common Log File System Driver (3207328)
95771,HIGH,MS16-154: Security Update for Adobe Flash Player (3209498)
95772,MEDIUM,MS16-155: Security Update for .NET Framework (3205640)
95809,HIGH,MS16-145: Cumulative Security Update for Microsoft Edge (3204062)
95811,HIGH,MS16-148: Security Update for Microsoft Office (3204068)
95813,HIGH,MS16-149: Security Update for Microsoft Windows (3205655)
95824,MEDIUM,Apple iTunes < 12.5.4 Multiple Vulnerabilities (credentialed check)
95874,HIGH,PHP 5.6.x < 5.6.29 Multiple Vulnerabilities
95886,HIGH,Mozilla Firefox < 50.1 Multiple Vulnerabilities
95951,HIGH,Cisco AnyConnect Secure Mobility Client 3.1.x < 4.3.4019.0 / 4.4.x < 4.4.225.0 Privilege Escalation
96003,MEDIUM,Apache Tomcat 8.5.0 < 8.5.9
96388,HIGH,Adobe Flash Player <= 24.0.0.186 Multiple Vulnerabilities (APSB17-02)
96390,MEDIUM,MS17-001: Security Update for Microsoft Edge (3214288)
96391,HIGH,MS17-002: Security Update for Microsoft Office (3214291)
96392,HIGH,MS17-003: Security Update for Adobe Flash Player (3214628)
96393,HIGH,MS17-004: Security Update for Local Security Authority Subsystem Service (3216771)
96451,MEDIUM,Apache 2.4.x < 2.4.25 Multiple Vulnerabilities (httpoxy)
96452,CRITICAL,Adobe Acrobat < 11.0.19 / 15.006.30279 / 15.023.20053 Multiple Vulnerabilities (APSB17-01)
96453,CRITICAL,Adobe Reader < 15.006.30279 / 15.023.20053 Multiple Vulnerabilities (APSB17-01)
96628,MEDIUM,Oracle Java SE Multiple Vulnerabilities (January 2017 CPU) (SWEET32)
96776,HIGH,Mozilla Firefox < 51.0 Multiple Vulnerabilities
96799,HIGH,PHP 5.6.x < 5.6.30 Multiple DoS
96830,MEDIUM,Apple iTunes < 12.5.5 Multiple Vulnerabilities (credentialed check)
96873,MEDIUM,OpenSSL 1.0.2 < 1.0.2k Multiple Vulnerabilities
97142,HIGH,Adobe Flash Player <= 24.0.0.194 Multiple Vulnerabilities (APSB17-04)
97325,HIGH,MS17-005: Security Update for Adobe Flash Player (4010250)
97435,HIGH,PostgreSQL 9.2.x < 9.2.20 / 9.3.x < 9.3.16 / 9.4.x < 9.4.11 / 9.5.x < 9.5.6 / 9.6.x < 9.6.2 Multiple Vulnerabilities
97574,HIGH,Wireshark 2.0.x < 2.0.11 / 2.2.x < 2.2.5 Multiple DoS
97639,CRITICAL,Mozilla Firefox < 52.0 Multiple Vulnerabilities
97727,HIGH,Adobe Flash Player <= 24.0.0.221 Multiple Vulnerabilities (APSB17-07)
97729,HIGH,MS17-006: Cumulative Security Update for Internet Explorer (4013073)
97730,HIGH,MS17-007: Cumulative Security Update for Microsoft Edge (4013071)
97731,HIGH,MS17-009: Security Update for Microsoft Windows PDF Library (4010319)
97732,HIGH,MS17-011: Security Update for Microsoft Uniscribe (4013076)
97733,HIGH,MS17-017: Security Update for Windows Kernel (4013081)
97735,HIGH,MS17-023: Security Update for Adobe Flash Player (4014329)
97737,HIGH,MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya)
97738,HIGH,MS17-018: Security Update for Windows Kernel-Mode Drivers (4013083)
97740,HIGH,MS17-014: Security Update for Microsoft Office (4013241)
97743,HIGH,MS17-012: Security Update for Microsoft Windows (4013078)
97745,HIGH,MS17-008: Security Update for Windows Hyper-V (4013082)
97794,HIGH,MS17-013: Security Update for Microsoft Graphics Component (4013075)
97833,HIGH,MS17-010: Security Update for Microsoft Windows SMB Server (4013389) (ETERNALBLUE) (ETERNALCHAMPION) (ETERNALROMANCE) (ETERNALSYNERGY) (WannaCry) (EternalRocks) (Petya) (uncredentialed check)
97835,MEDIUM,Adobe Shockwave Player <= 12.2.7.197 DLL Hijacking (APSB17-08)
97991,CRITICAL,Cisco IOS Cluster Management Protocol Telnet Option Handling RCE (cisco-sa-20170317-cmp)
97997,CRITICAL,Intel Management Engine Insecure Read / Write Operations RCE (INTEL-SA-00075)
97998,CRITICAL,Intel Management Engine Insecure Read / Write Operations RCE (INTEL-SA-00075) (remote check)
97999,CRITICAL,Intel Management Engine Authentication Bypass (INTEL-SA-00075) (remote check)
99028,HIGH,Cisco IOS L2TP Parsing DoS (cisco-sa-20170322-l2tp)
99125,HIGH,Mozilla Firefox < 52.0.1
99129,HIGH,ESXi 5.5 < Build 5230635 Multiple Vulnerabilities (VMSA-2017-0006) (remote check)
99130,HIGH,ESXi 6.0 U1 < Build 5251621 / 6.0 U2 < Build 5251623 / 6.0 U3 < Build 5224934 Multiple Vulnerabilities (VMSA-2017-0006) (remote check)
99131,HIGH,ESXi 6.5 < Build 5224529 Multiple Vulnerabilities (VMSA-2017-0006) (remote check)
99283,CRITICAL,Adobe Flash Player <= 25.0.0.127 Multiple Vulnerabilities (APSB17-10)
99286,HIGH,KB4015217: Windows 10 1607 April 2017 Cumulative Update
99289,MEDIUM,KB4017094: Security Update for the libjpeg Information Disclosure Vulnerability for Microsoft Silverlight 5 (April 2017)
99290,CRITICAL,KB4018483: Security update for Adobe Flash Player (April 2017)
99304,HIGH,Windows 7 and Windows 2008 R2 April 2017 Security Updates (Petya)
99312,HIGH,Windows 8.1 and Windows Server 2012 R2 April 2017 Security Updates
99314,HIGH,Security Update for Microsoft Office Products (April 2017) (Petya)
99365,HIGH,Security and Quality Rollup for .NET Framework (April 2017)
99366,HIGH,Adobe Creative Cloud Desktop < 4.0.0.185 Multiple Vulnerabilities (APSB17-13)
99367,MEDIUM,Apache Tomcat 8.0.0.RC1 < 8.0.43
99373,CRITICAL,Adobe Acrobat < 11.0.20 / 2015.006.30306 / 2017.009.20044 Multiple Vulnerabilities (APSB17-11)
99374,CRITICAL,Adobe Reader < 2015.006.30306 / 2017.009.20044 Multiple Vulnerabilities (APSB17-11)
99437,HIGH,Wireshark 2.0.x < 2.0.12 / 2.2.x < 2.2.6 Multiple DoS
99475,HIGH,VMware vCenter Server 6.0.x < 6.0u3b / 6.5.x < 6.5c BlazeDS AMF3 RCE (VMSA-2017-0007)
99523,CRITICAL,Microsoft Windows Server 2003 IIS 6.0 WebDAV PROPFIND Request Handling RCE (EXPLODINGCAN)
99588,MEDIUM,Oracle Java SE Multiple Vulnerabilities (April 2017 CPU)
99631,HIGH,Mozilla Firefox ESR < 52.1
99632,HIGH,Mozilla Firefox < 53.0
99687,HIGH,Cisco IOS EnergyWise DoS (cisco-sa-20170419-energywise)
99731,CRITICAL,Adobe ColdFusion BlazeDS Java Object Deserialization RCE
100025,HIGH,Apple iTunes < 12.6 Multiple Vulnerabilities (credentialed check)
100051,HIGH,MS Security Advisory 4022344: Security Update for Microsoft Malware Protection Engine
100052,HIGH,Adobe Flash Player <= 25.0.0.148 Multiple Vulnerabilities (APSB17-15)
100054,HIGH,Windows Server 2012 May 2017 Security Updates
100057,HIGH,Windows 8.1 and Windows Server 2012 R2 May 2017 Security Updates
100058,HIGH,Windows 7 and Windows Server 2008 R2 May 2017 Security Updates
100059,HIGH,KB4019472: Windows 10 Version 1607 and Windows Server 2016 May 2017 Cumulative Update
100062,HIGH,KB4020821: Security update for Adobe Flash Player (May 2017)
100103,HIGH,Security Update for Microsoft Office Products (May 2017)
100126,MEDIUM,Mozilla Firefox ESR < 52.1.1
100127,MEDIUM,Mozilla Firefox < 53.0.2
100300,MEDIUM,Apple iTunes < 12.6.1 WebKit Memory Corruption RCE (credentialed check)
100464,HIGH,Microsoft Windows SMBv1 Multiple Vulnerabilities
100551,HIGH,Microsoft Malware Protection Engine < 1.1.13804 Multiple Vulnerabilities
100592,MEDIUM,VLC Media Player < 2.2.5 Multiple Vulnerabilities
100671,HIGH,Wireshark 2.0.x < 2.0.13 / 2.2.x < 2.2.7 Multiple DoS
100681,MEDIUM,Apache Tomcat 8.5.0 < 8.5.15
100756,CRITICAL,Adobe Flash Player <= 25.0.0.171 Multiple Vulnerabilities (APSB17-17)
100760,CRITICAL,KB4022715: Windows 10 Version 1607 and Windows Server 2016 June 2017 Cumulative Update
100761,CRITICAL,Windows 7 and Windows Server 2008 R2 June 2017 Security Updates
100762,CRITICAL,Windows Server 2012 June 2017 Security Updates
100763,CRITICAL,KB4022725: Windows 10 Version 1703 June 2017 Cumulative Update
100764,CRITICAL,Windows 8.1 and Windows Server 2012 R2 June 2017 Security Updates
100766,CRITICAL,KB4022730: Security update for Adobe Flash Player (June 2017)
100767,HIGH,KB4023307: Security Update for the Windows Uniscribe Remote Code Execution Vulnerability for Microsoft Silverlight 5 (June 2017)
100768,HIGH,Security Update for Live Meeting 2007 / Lync 2010 and 2013 / Skype for Business 2016 (June 2017)
100782,HIGH,Security Update for Microsoft Office Products (June 2017)
100785,CRITICAL,Microsoft Security Advisory 4025685: Windows Vista (June 2017)
100790,HIGH,Cisco AnyConnect Secure Mobility Client < 4.4.02034 Local Privilege Escalation
100791,CRITICAL,Microsoft Security Advisory 4025685: Guidance for older platforms (XP / 2003) (EXPLODINGCAN)
100806,CRITICAL,Adobe Shockwave Player <= 12.2.8.198 Memory Corruption RCE (APSB17-18)
100809,HIGH,Mozilla Firefox ESR < 52.2 Multiple Vulnerabilities
100810,HIGH,Mozilla Firefox < 54.0
100838,HIGH,Cisco TelePresence Endpoint SIP INVITE Packet Flood DoS (cisco-sa-20170607-tele)
100995,HIGH,Apache 2.2.x < 2.2.33-dev / 2.4.x < 2.4.26 Multiple Vulnerabilities
101027,HIGH,Microsoft Malware Protection Engine < 1.1.13903 RCE
101362,HIGH,Adobe Flash Player <= 26.0.0.131 Multiple Vulnerabilities (APSB17-21)
101365,CRITICAL,Windows 8.1 and Windows Server 2012 R2 July 2017 Security Updates
101366,CRITICAL,KB4025339: Windows 10 Version 1607 and Windows Server 2016 July 2017 Cumulative Update
101367,CRITICAL,Windows 7 and Windows Server 2008 R2 July 2017 Security Updates
101370,HIGH,KB4025376: Security update for Adobe Flash Player (July 2017)
101371,HIGH,Security Update for Microsoft Office Products (July 2017)
101374,CRITICAL,Windows 2008 July 2017 Multiple Security Updates
101375,CRITICAL,Windows Server 2012 July 2017 Security Updates
101523,HIGH,Foxit PhantomPDF < 8.3.1 Multiple Vulnerabilities
101524,HIGH,Foxit Reader < 8.3.1 Multiple Vulnerabilities
101525,HIGH,PHP 5.6.x < 5.6.31 Multiple Vulnerabilities
101787,HIGH,Apache 2.2.x < 2.2.34 Multiple Vulnerabilities
101788,MEDIUM,Apache 2.4.x < 2.4.27 Multiple Vulnerabilities
101843,MEDIUM,Oracle Java SE Multiple Vulnerabilities (July 2017 CPU)
101898,HIGH,Wireshark 2.0.x < 2.0.14 / 2.2.x < 2.2.8 Multiple DoS
101954,HIGH,Apple iTunes < 12.6.2 Multiple Vulnerabilities (credentialed check)
102035,HIGH,Security Updates for Outlook (July 2017)
102262,HIGH,Adobe Flash Player <= 26.0.0.137 Multiple Vulnerabilities (APSB17-23)
102264,HIGH,KB4034658: Windows 10 Version 1607 and Windows Server 2016 August 2017 Cumulative Update
102266,HIGH,KB4034662: Security update for Adobe Flash Player (August 2017)
102267,HIGH,Windows 7 and Windows Server 2008 R2 August 2017 Security Updates
102268,HIGH,Windows Server 2012 August 2017 Security Updates
102270,HIGH,Windows 8.1 and Windows Server 2012 R2 August 2017 Security Updates
102358,CRITICAL,Mozilla Firefox ESR < 52.3
102359,CRITICAL,Mozilla Firefox < 55.0
102427,CRITICAL,Adobe Acrobat < 11.0.21 / 2015.006.30355 / 2017.011.30066 / 2017.012.20098 Multiple Vulnerabilities (APSB17-24)
102428,CRITICAL,Adobe Reader < 11.0.21 / 2015.006.30355 / 2017.011.30066 / 2017.012.20098 Multiple Vulnerabilities (APSB17-24)
102587,MEDIUM,Apache Tomcat 7.0.41 < 7.0.79
102682,HIGH,Foxit PhantomPDF < 7.3.15 Multiple Vulnerabilities
102683,CRITICAL,Microsoft Windows Search Remote Code Execution Vulnerability (CVE-2017-8543)
102698,MEDIUM,ESXi 6.0 < Build 5485776 Multiple Vulnerabilities (VMSA-2017-0015) (remote check)
102803,CRITICAL,HP iLO 4 <= 2.52 RCE
102858,MEDIUM,Foxit PhantomPDF < 8.3.2 Multiple Vulnerabilities
102919,HIGH,Wireshark 2.0.x < 2.0.15 Multiple DoS
102920,HIGH,Wireshark 2.2.x < 2.2.9 Multiple DoS
102993,MEDIUM,Google Chrome < 61.0.3163.79 Multiple Vulnerabilities
103122,HIGH,Security Updates for Microsoft Publisher Products (September 2017)
103123,HIGH,Security Updates for Microsoft Skype for Business and Microsoft Lync and Microsoft Live Meeting (September 2017)
103124,HIGH,Adobe Flash Player <= 26.0.0.151 Multiple Vulnerabilities (APSB17-28)
103127,HIGH,Windows 7 and Windows Server 2008 R2 September 2017 Security Updates
103128,HIGH,KB4038782: Windows 10 Version 1607 and Windows Server 2016 September 2017 Cumulative Update
103131,HIGH,Windows 8.1 and Windows Server 2012 R2 September 2017 Security Updates
103132,HIGH,Windows Server 2012 September 2017 Security Updates
103133,HIGH,Security Updates for Microsoft Office Products (September 2017)
103134,HIGH,Security Updates for Microsoft Office Compatibility Pack SP3 (September 2017)
103135,HIGH,Security Updates for Microsoft Office Viewers (September 2017)
103136,HIGH,Security Updates for Microsoft Powerpoint Products (September 2017)
103137,HIGH,Security and Quality Rollup for .NET Framework (Sep 2017)
103138,HIGH,Security Update for Microsoft Office Excel Products (September 2017)
103220,HIGH,KB4038806: Security update for Adobe Flash Player (September 2017)
103329,MEDIUM,Apache Tomcat 7.0.0 < 7.0.81 multiple vulnerabilities
103375,LOW,ESXi 5.5 < Build 6480267 RPC NULL Pointer Dereference Vulnerability (VMSA-2017-0015) (remote check)
103376,HIGH,ESXi 6.5 < Build 5969300 Multiple Vulnerabilities (VMSA-2017-0015) (remote check)
103421,MEDIUM,Google Chrome < 61.0.3163.100 Multiple Vulnerabilities
103456,HIGH,Security Updates for Outlook (September 2017)
103530,MEDIUM,HP System Management Homepage < 7.6.1 Multiple Vulnerabilities (HPSBMU03753)
103565,CRITICAL,Cisco IOS Software DHCP Remote Code Execution Vulnerability
103569,HIGH,Windows Defender Antimalware/Antivirus Signature Definition Check
103669,HIGH,Cisco IOS Software NAT denial of service (cisco-sa-20170927-nat)
103670,HIGH,Cisco IOS Software PROFINET denial of service (cisco-sa-20170927-profinet)
103679,CRITICAL,Mozilla Firefox ESR < 52.4
103680,CRITICAL,Mozilla Firefox < 56.0
103693,HIGH,Cisco IOS Software Internet Key Exchange Denial of Service Vulnerability
103698,MEDIUM,Apache Tomcat 8.5.0 < 8.5.23
103745,CRITICAL,KB4041676: Windows 10 Version 1703 October 2017 Cumulative Update (KRACK)
103746,CRITICAL,Windows 7 and Windows Server 2008 R2 October 2017 Security Updates (KRACK)
103748,CRITICAL,Windows Server 2012 October 2017 Security Updates (KRACK)
103749,CRITICAL,KB4041691: Windows 10 Version 1607 and Windows Server 2016 October 2017 Cumulative Update (KRACK)
103750,CRITICAL,Windows 8.1 and Windows Server 2012 R2 October 2017 Security Updates (KRACK)
103751,HIGH,Security Updates for Microsoft Office Compatibility Pack SP3 (October 2017)
103752,MEDIUM,Security Updates for Outlook (October 2017)
103754,HIGH,Security Update for Microsoft Office Word Viewer (October 2017)
103782,MEDIUM,Apache Tomcat 7.0.0 < 7.0.82
103784,HIGH,Security Updates for Microsoft Office Products (October 2017)
103838,MEDIUM,Apache 2.4.x < 2.4.28 HTTP Vulnerability (OptionsBleed)
103876,MEDIUM,Microsoft Windows SMB Server (2017-10) Multiple Vulnerabilities (uncredentialed check)
103922,MEDIUM,Adobe Flash Player <= 27.0.0.159 Type Confusion Vulnerability (APSB17-32)
103924,MEDIUM,KB4049179: Security update for Adobe Flash Player (October 2017)
103933,MEDIUM,Google Chrome < 62.0.3202.62 Multiple Vulnerabilities
103963,HIGH,Oracle Java SE Multiple Vulnerabilities (October 2017 CPU)
103984,MEDIUM,Wireshark 2.0.x < 2.0.16 DMP dissector DoS
103985,HIGH,Wireshark 2.2.x < 2.2.10 Multiple DoS
104045,HIGH,KB4020535: Security Update for the Scripting Engine Memory Corruption Vulnerability (May 2017)
104351,MEDIUM,Apache OpenOffice < 4.1.4 Multiple Vulnerabilities
104408,MEDIUM,OpenSSL 1.0.2 < 1.0.2m Multiple Vulnerabilities
104434,HIGH,Google Chrome < 62.0.3202.89 Multiple Vulnerabilities
104436,MEDIUM,Foxit PhantomPDF < 9.0 Multiple Vulnerabilities
104459,MEDIUM,Symantec Endpoint Protection Client 12.1.x < 12.1 RU6 MP9 / 14.0.x < 14.0 RU1 Multiple Vulnerabilities (SYM17-011)
104544,CRITICAL,Adobe Flash Player <= 27.0.0.183 (APSB17-33)
104547,CRITICAL,KB4048951: Security update for Adobe Flash Player (November 2017)
104549,HIGH,KB4048953: Windows 10 Version 1607 and Windows Server 2016 November 2017 Cumulative Update
104551,HIGH,KB4048955: Windows 10 Version 1709 and Windows Server Version 1709 November 2017 Cumulative Update
104553,HIGH,Windows 7 and Windows Server 2008 R2 November 2017 Security Updates
104554,HIGH,Windows 8.1 and Windows Server 2012 R2 November 2017 Security Updates
104555,HIGH,Windows Server 2012 November 2017 Security Updates
104556,HIGH,Security Updates for Microsoft Excel Products (November 2017)
104557,HIGH,Security Updates for Microsoft Office Products (November 2017)
104558,HIGH,Security Updates for Microsoft Office Compatibility SP3 (November 2017)
104559,HIGH,Security Updates for Microsoft Office Viewer Products (November 2017)
104562,HIGH,Security Updates for Microsoft Word Products (November 2017)
104626,CRITICAL,Adobe Acrobat < 11.0.23 / 2015.006.30392 / 2017.011.30068 / 2018.009.20044 Multiple Vulnerabilities (APSB17-36)
104627,CRITICAL,Adobe Reader < 11.0.23 / 2015.006.30392 / 2017.011.30068 / 2018.009.20044 Multiple Vulnerabilities (APSB17-36)
104628,CRITICAL,Adobe Shockwave Player <= 12.2.9.199 Memory Corruption RCE (APSB17-40)
104631,HIGH,PHP 5.6.x < 5.6.32 Multiple Vulnerabilities
104637,CRITICAL,Mozilla Firefox ESR < 52.5
104638,CRITICAL,Mozilla Firefox < 57.0
104654,MEDIUM,VMware vCenter Server 5.5.x < 5.5u3f / 6.0.x < 6.0u3c / 6.5.x < 6.5u1 Multiple Vulnerabilities (VMSA-2017-0017)
104742,MEDIUM,Foxit PhantomPDF < 8.3.5 Multiple Vulnerabilities
104889,HIGH,Security Updates for Internet Explorer (April 2017)
104890,HIGH,Security Updates for Internet Explorer (August 2017)
104891,HIGH,Security Updates for Internet Explorer (July 2017)
104892,HIGH,Security Updates for Internet Explorer (June 2017)
104893,HIGH,Security Updates for Internet Explorer (May 2017)
104894,HIGH,Security Updates for Internet Explorer (November 2017)
104895,HIGH,Security Updates for Internet Explorer (October 2017)
104896,HIGH,Security Updates for Internet Explorer (September 2017)
105007,MEDIUM,Wireshark 2.2.x < 2.2.11 / 2.4.x < 2.4.3 DoS Vulnerabilities
105040,MEDIUM,Mozilla Firefox < 57.0.1
105044,CRITICAL,Mozilla Thunderbird < 52.5
105109,HIGH,Microsoft Malware Protection Engine < 1.1.14405.2 RCE
105152,MEDIUM,Google Chrome < 63.0.3239.84 Multiple Vulnerabilities
105154,HIGH,PuTTY < 0.67 PSCP Server Header Handling Stack Buffer Overflow
105175,MEDIUM,Adobe Flash Player <= 27.0.0.187 (APSB17-42)
105180,HIGH,KB4053579: Windows 10 Version 1607 and Windows Server 2016 December 2017 Security Update
